Tract,County,City,ZIP Code,Chicago Community Area,Hardship Index,Population,Male,Female,Median age,Age <18,Age 18-64,Age 65+,White,Black,American Indian,Asian,Hispanic/Latino,Housing units,Occupied,Vacant,Households,Family households,Female-headed family households,Living alone,Average household size,Women 15-50 with recent birth,% of births to unmarried women,High school graduation rate,College graduation rate,Disability (children),Disability (working-age adults),Disability (elderly),Native,Foreign born,Non-citizens,Speak Spanish at home,Speak English poorly,Labor force participation,Unemployment,Drive alone to work,Public transportation to work,Bike to work,Walk to work,Mean travel time to work,Households with earnings,Households with Social Security income,Households with food stamps/SNAP,Household median income,Household mean income,Per capita income,Median earnings for workers,"Median earnings, male","Median earnings, female",Female earnings differential,Uninsured,Children Uninsured,Private Health Insurance,Employer-Based Health Insurance,Medicare,Medicaid,"Poverty rate, families","Poverty rate, families with children","Poverty rate, families with children <5",Poverty rate,Poverty rate <5,Child poverty rate,Working-age adult poverty rate,Elderly poverty rate,"Household median income, Black","Household median income, Asian","Household median income, Non-Hispanic White","Household median income, Hispanic",White-Black household income differential,White-Hispanic household income differential,Single housing unit,2-4 housing units in building,5+ housing units in building,Built 1979 or earlier,Built 1939 or earlier,Owner occupied,Renter occupied,Moved in before 1990,Utility gas heat,Electric heat,Combustion fuel heat,No heat,Lacking complete plumbing,No telephone service,Median year structure built,Median gross rent,Rent-burdened,Severely rent-burdened,Median value,Median selected monthly owner costs,Housing units with mortgage,Population (2010),"Population Change, 2000-2010",Household Median income (2005-2009),"Household median income, 5-year change",Unemployment (2005-2009),"Unemployment, 5-year change",Median value (2005-2009),"Median value, 5-year change",Poverty rate (2005-2009),Child poverty rate (2005-2009),"Poverty rate, 5-year change","Child poverty rate, 5-year change",Median gross rent (2005-2009),"Median gross rent, 5-year change",Walk Score,Disconnected youth,Crowded housing
17019005300,Champaign County,Champaign,61801,,39.2,6487,53.353,46.647,23.1,5.75,89.656,4.594,32.958,30.492,0,29.844,4.116,2637,89.875,10.125,2370,19.705,6.878,29.451,2.7,1.146,100,87.435,34.317,3.217,4.921,47.222,66.733,33.267,29.736,3.293,4.714,53.701,6.756,51.33,33.008,4.008,4.244,,78.354,8.354,8.987,20140,28711,11531,11082,12043,9559,,12.539,0,75.188,45.826,5.785,9.725,19.486,33.533,0,61.46,0,56.772,63.923,11.508,33141,2500,22735,19375,,,27,3.792,69.207,30.186,3.072,13.84,86.16,8.692,33.629,65.654,0,0.338,0,2.574,1997,1094,60.823,44.172,91900,567,43.902,4383,31.306,25388,-20.671,12.847,-6.091,87726,4.758,40.679,22.102,20.781,34.67,1170,-6.47,,0,0
17019005401,Champaign County,Urbana,61802|61801,,39.4,4067,45.906,54.094,30.9,19.228,71.207,9.565,60.806,18.146,0,3.614,12.737,2323,89.023,10.977,2068,38.395,16.538,50.774,1.93,5.644,34.328,81.772,31.579,1.587,13.503,56.298,87.14,12.86,10.647,7.257,1.018,71.831,5.372,75.108,7.967,0.215,2.842,,84.961,18.52,15.909,31849,40745,21375,22188,25957,18142,0.699,17.552,3.704,50.362,38.17,13.787,29.993,29.723,45.082,27.072,26.702,33.475,57.804,22.121,0,13750,25652,36769,31806,0.374,,48.472,10.331,41.197,44.985,2.152,33.366,66.634,9.623,46.905,50.58,0,0,0,3.288,1982,748,56.821,20.61,82200,473,40.435,4170,,,,,,,,,,,,,,21,9.26,2.321
17019005402,Champaign County,Urbana,61802,,36.6,3191,50.141,49.859,41.4,23.504,64.212,12.285,81.322,3.51,0.407,4.795,6.048,1478,89.175,10.825,1318,64.188,13.657,29.211,2.42,5.548,25.641,88.669,25.749,10,10.593,41.582,88.248,11.752,8.367,6.651,2.326,69.943,2.776,87.852,0,1.975,0.539,,84.294,26.783,12.898,53088,61297,25741,26958,32164,22152,0.689,9.117,0,65.703,54.448,15.53,24.521,11.584,21.681,0,14.729,0,27.467,12.25,3.316,50536,37500,55588,66063,,,95.264,3.992,0.744,42.828,5.48,82.549,17.451,11.077,81.942,13.278,0.986,0,0,2.504,1986,803,20.87,13.043,69700,611,40.165,2927,,,,,,,,,,,,,,7,0,2.276
17019005500,Champaign County,Urbana,61802|61801,,34.7,5439,50.873,49.127,36.3,17.393,68.229,14.378,70.325,17.834,0,7.354,1.618,2658,86.155,13.845,2290,54.236,10.524,34.061,2.21,2.941,56.41,92.107,40.146,2.988,11.322,34.783,93.142,6.858,2.923,0.982,1.906,66.624,8.468,72.386,3.687,5.814,4.821,,83.275,18.603,17.904,41855,55879,24929,24352,25162,22731,,9.728,1.494,70.422,60.872,12.885,19.495,10.064,18.652,38.065,18.015,39.024,26.467,17.888,5.518,34291,120667,44713,,,,84.725,8.014,7.261,74.379,30.135,61.092,38.908,18.428,71.135,28.384,0,0,3.424,4.454,1960,860,59.596,29.854,101000,811,59.185,5635,3.262,45700,-8.414,7.662,0.806,110237,-8.379,16.336,17.185,1.679,9.282,693,24.102,27,14.04,0.349
17019005600,Champaign County,Urbana,61802|61801,,35.4,6055,48.159,51.841,32.1,24.377,66.656,8.968,61.09,26.259,0.066,6.656,3.485,3167,87.907,12.093,2784,51.185,16.99,39.691,2.17,2.881,69.388,92.115,37.553,6.301,7.458,29.282,89.348,10.652,5.533,2.103,1.456,68.166,8.494,70.702,12.787,2.149,2.185,,78.233,16.81,13.649,38750,55738,25939,27965,30229,26440,,10.289,6.098,63.32,55.97,10.9,25.103,15.86,25.526,32.653,20.066,39.919,32.317,15.907,17.68,22464,29231,49458,56029,0.454,,67.193,5.21,27.597,57.31,3.126,58.513,41.487,11.818,66.954,28.7,0.359,0,1.358,1.509,1975,741,50.476,23.983,120900,952,70.166,6853,22.07,43059,-10.007,11.978,-3.484,128113,-5.63,23.348,32.628,-3.282,-0.311,722,2.679,3,34.12,0.467
17019005701,Champaign County,Urbana,61801,,35.6,4485,49.03,50.97,43.4,16.722,63.612,19.666,67.224,15.674,0.513,11.661,2.497,2556,86.815,13.185,2219,53.087,9.599,39.838,2.01,4.706,0,95.245,61.012,1.467,11.286,29.592,82.943,17.057,11.237,2.914,4.383,56.345,7.507,65.558,10.918,4.615,1.935,20.967,74.808,28.256,17.981,50321,65454,32814,22808,30988,16932,,9.498,2.267,69.097,58.551,21.405,25.619,17.148,42.263,40.574,24.281,34.234,35.484,25.868,10.091,16923,21176,56905,,0.297,,62.95,3.638,33.412,83.881,2.582,57.053,42.947,15.232,60.162,37.765,0,0,0.548,5.588,1971,636,60.021,33.473,165700,1012,56.556,5066,,,,,,,,,,,,,,46,0,0.901
17019005702,Champaign County,Urbana,61802,,30.4,3393,43.531,56.469,36,17.035,63.543,19.422,75.656,19.275,1.12,2.888,0.589,1715,92.187,7.813,1581,49.399,6.578,37.192,2.05,1.262,58.333,96.262,50.804,1.903,6.651,49.222,91.748,8.252,1.562,0.545,0.674,63.768,3.326,73.438,4.803,0.347,1.678,,69.829,29.728,7.97,40054,69262,33103,32773,39233,20402,0.52,7.372,0,73.967,65.638,16.286,11.783,9.859,18.182,20.968,16.417,23.377,20.974,16.744,10.311,14556,210156,53657,,0.271,,38.542,3.09,58.367,26.122,3.149,37.192,62.808,8.286,52.751,44.782,0.316,0.443,0,4.491,1992,812,43.404,30.312,184200,1341,66.837,3015,,,,,,,,,,,,,,,,0.253
17019005800,Champaign County,Urbana,61801,,28.6,3900,53.846,46.154,24,10.538,81.077,8.385,79.205,4.564,0,9.846,5.872,1785,85.042,14.958,1518,39.789,2.108,31.291,2.47,3.056,0,95.989,86.898,1.703,2.593,11.315,82.154,17.846,14.564,2.281,0.698,74.152,2.383,28.664,15.099,20.711,24.021,,90.382,9.354,1.186,57955,81043,32330,16313,16616,16096,,3,0,95.744,82.282,7.564,1.077,3.642,6.95,17.647,35.623,10.983,4.623,43.704,0,36435,18438,59602,164659,,2.763,56.639,11.148,32.213,88.403,58.095,50,50,13.373,81.884,16.996,0,0,1.681,3.03,1939,880,65.876,50.725,202500,1269,62.055,4194,2.744,48708,18.985,7.767,-5.384,208335,-2.801,35.313,10.323,0.31,-5.7,930,-5.399,64,0,1.449
17019005900,Champaign County,Urbana,61801,,41.3,6268,45.868,54.132,20.3,0.303,99.569,0.128,60.019,6.717,0.223,22.128,7.147,1213,89.613,10.387,1087,6.256,0,51.794,2.12,0,0,99.618,75.573,0,2.708,0,83.344,16.656,11.056,4.946,1.883,50.271,17.899,16.397,8.1,5.65,50.059,,80.865,1.84,2.484,7120,22206,6010,3170,3367,3077,,2.888,0,95.724,66.193,0.399,1.851,25,,,75.617,,,75.88,0,,2596,8563,16528,,,6.348,7.914,85.738,47.898,16.983,4.784,95.216,4.6,30.727,65.133,1.564,0.552,0.577,4.416,1981,852,72.657,57.391,340000,1225,46.154,6366,9.194,11062,-35.636,10.748,7.151,276640,22.903,71.892,74.39,3.725,,845,0.798,81,0,1.196
17019006000,Champaign County,Urbana,61801,,38.4,3488,54.501,45.499,20.2,6.967,92.345,0.688,37.443,9.518,0,41.428,7.11,758,72.296,27.704,548,41.788,3.285,39.051,2.07,0.773,0,100,88.615,0,1.273,0,72.076,27.924,23.567,6.809,3.719,49.403,12.461,11.38,41.336,3.231,16.153,,88.321,3.467,5.292,25357,44917,9198,3604,4205,2736,,7.081,12.346,89.65,54.472,1.003,3.956,31.878,51.471,59.551,41.975,64.935,56.388,39.411,0,,23958,28750,12000,,,3.826,39.842,56.332,80.871,1.847,5.109,94.891,1.095,81.022,15.328,0,0,0,7.482,1965,760,53.846,27.692,165000,1050,21.429,3308,-0.511,22027,15.118,8.055,4.406,,,40.019,49.027,1.956,7.361,743,2.338,1,0,6.387
17019010100,Champaign County,Rantoul,61866,,42.1,4495,49.789,50.211,37.8,23.982,63.07,12.948,67.075,13.148,0.4,0.245,9.633,2624,75.152,24.848,1972,59.077,26.471,37.272,2.28,4.157,100,84.279,16.783,8.72,9.7,47.595,96.485,3.515,1.913,5.223,0,66.751,12.896,84.176,5.759,0,1.753,,77.637,27.13,21.095,40285,47753,21444,28533,34269,22483,0.656,10.79,9.091,57.308,49.277,16.062,33.237,21.888,32.296,78.855,23.248,78.445,36.92,19.083,18.213,31307,,45024,4917,,,68.407,8.918,22.675,70.465,7.851,55.223,44.777,15.517,82.404,16.988,0,0,7.317,4.26,1970,626,31.937,18.686,89700,734,57.025,4582,-8.25,37702,6.851,12.455,0.441,95340,-5.916,23.088,34.211,0.16,2.709,570,9.729,,7.94,0
17019010204,Champaign County,Rantoul,61866,,49.3,4717,53.721,46.279,34.7,27.899,58.448,13.653,56.519,13.801,0.551,1.23,23.023,1964,92.159,7.841,1810,63.812,14.365,32.541,2.6,3.016,78.125,81.246,12.72,5.699,15.306,31.056,82.213,17.787,14.925,15.199,6.843,68.221,11.55,73.304,0.639,1.868,6.785,18.921,77.68,25.856,19.945,40847,50968,20153,21423,22403,20688,,19.334,3.951,51.198,42.718,14.564,28.281,23.117,37.629,79.121,29.955,81.315,46.125,26.732,10.714,24239,80625,46602,23214,0.52,0.498,85.438,5.244,9.318,84.165,11.456,60.939,39.061,17.293,85.47,12.044,0.939,0,0.305,7.845,1960,660,52.192,25.035,85900,696,58.024,4620,,,,,,,,,,,,,,43,5.17,2.431
17019010300,Champaign County,Rantoul,61866,,49.3,4078,47.254,52.746,27.1,36.685,56.425,6.891,47.842,37.396,0.343,1.815,8.681,1438,85.118,14.882,1224,64.379,31.373,28.268,2.91,2.212,52,92.7,15.442,2.694,7.472,45.196,97.818,2.182,1.471,6.674,0.847,65.027,15.337,77.105,0.829,0.765,1.849,24.014,82.68,17.974,21.814,32415,40082,13941,21439,21250,21607,,22.066,11.008,43.338,33.483,8.185,37.483,22.97,29.431,46.694,26.792,35.43,37.952,22.172,11.388,30927,29276,32813,,,,53.06,20.306,26.634,90.056,3.268,23.366,76.634,1.307,75.245,23.775,0,0.98,0,0.899,1962,761,51.386,20.576,68000,763,86.014,3789,16.477,33572,-3.446,8.997,6.34,82540,-17.616,17.074,28.343,9.718,9.609,823,-7.555,22,3.53,5.147
17019010400,Champaign County,Thomasboro,61866|61878|61847,,34.6,4673,49.968,50.032,42.2,21.464,62.401,16.135,92.639,2.739,0,0.364,3.338,2187,88.066,11.934,1926,66.615,10.125,28.66,2.39,5.991,30.882,90.848,17.209,5.583,10.286,30.714,98.138,1.862,0.578,2.45,0.794,68.567,6.697,77.619,0.168,0.126,4.317,23.087,81.412,27.934,10.125,55441,64745,27252,31267,36619,26412,0.721,10.781,3.49,72.495,59.566,16.681,16.052,6.313,14.368,25.405,10.373,27.451,17.21,9.322,5.143,30833,,57070,48750,0.54,,89.529,4.893,5.578,68.541,17.65,76.324,23.676,25.701,58.619,21.34,0.779,1.869,2.561,1.558,1971,619,36.842,16.228,115200,847,56.803,4809,-8.435,55311,0.235,9.235,-2.538,116085,-0.762,11.859,21.956,-1.486,-4.746,632,-2.102,,13.11,1.454
17019010500,Champaign County,Mahomet,61843|61853,,29.2,4467,51.332,48.668,40.3,21.648,61.383,16.969,98.052,0.224,0,0.246,0.47,1813,94.705,5.295,1717,79.266,9.552,17.764,2.59,5.237,24.528,97.158,22.542,2.172,5.543,29.815,98.724,1.276,0.269,0.621,0,69.03,4.547,83.355,0,0.086,0.729,24.105,80.955,32.499,4.834,70851,83909,33275,35047,38299,33202,,6.738,5.377,84.576,70.472,18.223,7.567,5.143,12.934,6.154,7.447,8.273,13.249,6.798,2.507,,,70712,,,,94.484,4.413,1.103,61.114,25.593,88.759,11.241,28.363,46.302,21.491,0.291,0.524,0.552,2.97,1970,596,21.762,15.544,160000,1159,66.273,4371,-18.467,69844,1.442,3.649,0.898,147865,8.207,6.319,7.865,1.128,5.384,736,-19.023,23,2.99,0.874
17019010601,Champaign County,Mahomet,61853,,28.7,6024,50.631,49.369,38.4,31.989,58.383,9.628,96.912,0,0,0.797,0.979,2143,96.594,3.406,2070,83.865,9.807,14.3,2.91,3.666,0,96.467,44.888,2.802,6.966,30.517,98.124,1.876,0.93,0.179,0.589,74.426,2.214,82.173,0.419,0,0.226,21.303,88.309,21.498,3.671,90140,100778,34799,41140,43684,40188,,3.386,0,88.579,72.875,10.159,11.172,3.629,7.111,16.312,6.928,14.894,13.518,4.549,0,,,90370,,,,90.014,9.333,0.653,58.143,4.526,84.541,15.459,21.691,68.889,25.314,0,0,0,2.802,1978,885,61.25,24.688,182700,1299,69.943,5549,9.816,74880,20.379,4.545,-2.331,179976,1.514,2.905,2.343,4.023,11.175,870,1.779,2,12.64,0.58
17019010603,Champaign County,Mahomet,61853,,31.4,7111,47.307,52.693,42.3,26.564,58.501,14.935,89.312,4.275,0.745,1.083,0.366,3009,96.245,3.755,2896,69.717,10.773,25.069,2.46,5.587,50,96.085,42.349,2.594,8.173,44.444,98.298,1.702,0.155,1.36,0,65.42,5.802,87.276,0.568,0,0,23.396,80.041,28.419,9.669,64245,85264,34926,41917,47056,34136,0.725,3.839,3.759,85.698,76.417,17.888,10.195,4.458,7.86,19.62,6.516,14.354,8.76,4.495,10.546,,,62571,,,,87.205,4.752,8.043,28.149,3.589,77.486,22.514,11.326,78.488,14.33,0.656,1.519,1.462,1.036,1995,903,66.564,40.184,189600,1288,74.064,7144,,,,,,,,,,,,,,10,0,0.76
17019010604,Champaign County,Seymour,61822|61802,,33.6,2738,50.511,49.489,44.1,20.307,61.213,18.481,87.473,5.478,0.073,1.534,0.11,1281,95.785,4.215,1227,64.222,7.824,28.28,2.23,5.934,100,95.475,30.808,1.079,6.742,24.704,98.028,1.972,1.242,0.876,0,60.108,9.321,87.08,0.973,0.885,1.062,,77.832,32.111,12.632,54609,74292,33583,32813,43375,29632,0.683,12.6,5.036,71.695,59.277,19.832,13.733,12.056,28.754,32.414,18.262,29.646,29.317,17.959,7.115,,9500,54643,,,,94.457,0.312,5.23,59.641,19.984,68.623,31.377,22.82,51.182,17.359,1.059,0,0,2.608,1975,786,62.857,40.26,160000,802,53.563,3151,,,,,,,,,,,,,,,0,0
17019010700,Champaign County,St. Joseph,61873,,28.9,8128,46.038,53.962,38.1,29.085,59.154,11.762,95.854,0.025,0.295,0.677,1.501,3140,95.669,4.331,3004,75.799,11.884,22.004,2.7,7.489,25.333,96.511,31.665,1.819,6.531,37.657,97.884,2.116,0.554,0.312,0.163,75.869,2.203,83.975,0.319,0.251,0.296,20.962,85.053,23.236,3.362,71794,80135,30079,35779,42334,31559,0.745,4.946,0.592,84.203,72.982,12.672,12.697,1.449,2.71,4.991,2.819,4.15,2.288,3.577,0.314,,,72557,11563,,0.159,92.707,3.439,3.854,49.809,13.217,84.754,15.246,17.31,61.485,24.301,1.465,0,0,1.565,1980,730,14.41,4.148,159700,1227,73.291,8057,20.506,73819,-2.743,3.346,-1.143,161769,-1.279,7.568,4.409,-4.749,-2.121,673,8.451,2,2.62,0.133
17019010800,Champaign County,Longview,61849|61877,,32.2,4605,50.793,49.207,41.7,24.473,56.308,19.218,96.634,0.586,0.065,0.695,1.303,1905,94.908,5.092,1808,73.838,8.518,21.737,2.55,5.512,26.531,95.559,20.756,4.614,7.645,28.927,98.762,1.238,0.195,1.399,0.326,64.21,4.478,82.79,0.321,0.092,2.478,26.163,77.821,34.679,6.527,62258,78141,31012,33685,41790,25184,0.603,6.649,0.799,82.703,70.687,19.535,9.235,5.768,10.758,11.947,8.424,13.226,12.455,8.523,3.051,,21875,62419,,,,96.64,2.625,0.735,75.748,40.735,84.126,15.874,30.642,58.85,15.431,0.94,0.111,1.102,2.6,1960,808,36.585,17.073,119900,899,57.594,4534,2.649,64063,-2.818,3.417,1.061,123478,-2.898,9.492,18.203,-1.068,-5.748,798,1.277,,19.35,0.277
17019010900,Champaign County,Ivesdale,61880,,29.4,9824,48.341,51.659,33.8,23.962,64.383,11.655,91.948,2.779,0.02,0.814,3.726,4138,91.155,8.845,3772,68.16,6.389,22.534,2.6,5.691,5.072,96.167,30.698,6.33,7.874,35.983,98.239,1.761,0.967,2.355,0.361,73.326,3.286,82.459,1.623,0.093,1.306,22.868,85.207,20.042,8.828,64382,79167,31196,35030,44379,26382,0.594,6.912,4.206,80.354,67.305,12.225,12.011,3.034,5.505,0.701,8.148,1.159,5.521,10.415,0.873,21597,111917,64912,54545,,,84.92,4.833,10.246,54.857,22.112,72.694,27.306,22.137,59.571,25.901,2.757,0,0.435,1.829,1976,866,41.65,20.485,148700,1017,62.874,9302,21.388,70210,-8.301,4.203,-0.917,145768,2.011,6.282,5.957,1.866,-0.436,850,1.922,,4.06,1.034
17019011000,Champaign County,Champaign,61820,,25.1,3876,55.573,44.427,30.8,11.197,81.321,7.482,74.381,12.797,0,4.283,7.198,2616,91.246,8.754,2387,20.151,1.927,66.485,1.57,5.009,0,94.309,61.28,0,9.059,26.552,90.506,9.494,7.792,6.367,1.207,77.171,5.104,58.049,13.13,11.301,7.642,,83.829,11.269,10.725,33720,46855,29084,28211,27231,30227,,16.196,9.069,71.193,60.204,9.602,10.021,7.9,11.111,14.198,20.26,12.953,23.481,19.302,26.552,20750,95000,33581,110833,,,22.936,23.28,53.784,93.578,50.803,25.848,74.152,4.525,68.119,30.205,0.419,0,2.332,1.801,1939,709,49.209,19.492,124900,742,55.105,3809,,,,,,,,,,,,,,88,,0
17019011100,Champaign County,Champaign,61801|61803,,27.6,2262,64.235,35.765,23.6,0.928,97.613,1.459,44.607,2.166,0.884,39.478,11.715,1284,90.498,9.502,1162,12.306,1.033,45.181,1.88,0,0,96.013,74.569,0,2.155,0,61.229,38.771,35.809,8.753,3.139,61.693,3.249,21.716,22.388,14.104,34.925,,86.145,2.496,1.119,20090,30692,16946,14357,15257,13198,,10.964,0,86.798,66.423,1.919,2.056,9.79,0,,50.708,,0,51.991,0,,21250,18083,21667,,,11.526,9.891,78.583,57.944,22.196,6.627,93.373,2.41,35.284,63.511,0,0.43,0,7.315,1976,817,58.341,38.802,159400,1188,79.221,2785,,,,,,,,,,,,,,86,0,0
17029000100,Coles County,Charleston,61943|61920,,38.1,2982,47.653,52.347,43.9,20.791,63.146,16.063,96.345,0,0,0.201,2.515,1371,90.08,9.92,1235,74.98,10.526,22.105,2.41,4.052,17.857,89.471,21.248,1.133,8.661,40.292,98.625,1.375,0.872,2.469,0.429,65.562,13.717,78.107,0,0,3.328,22.786,79.028,35.061,13.441,43625,54207,23088,28073,35850,20667,0.576,11.313,4.207,61.631,50.789,17.254,23.263,13.931,28.571,47.682,17.57,39.326,25.78,17.419,7.724,,,44009,38750,,,97.666,1.969,0.365,75.055,31.072,79.271,20.729,24.696,42.915,21.377,3.725,0.648,5.47,1.215,1964,550,31.641,13.672,77800,673,50.46,2999,-12.079,51066,-14.571,8.484,5.233,76470,1.739,10.024,15.06,7.546,10.72,701,-21.507,,7.48,0.243
17029000200,Coles County,Mattoon,61938,,35.7,6111,49.485,50.515,41.4,22.795,58.747,18.459,98.265,0.475,0,0.033,0.867,2745,87.905,12.095,2413,70.908,8.869,22.959,2.53,6.846,12.658,91.784,23.54,1.084,7.216,25.887,99.296,0.704,0,0.855,0,65.686,11.181,80.783,0.359,0.934,0,,74.223,34.356,6.879,51932,80887,33414,29962,33363,25114,,12.326,16.546,75.152,52.401,19.653,9.638,6.195,12.835,11.145,11.408,17.232,22.11,9.975,2.837,,,52462,,,,93.443,1.457,5.1,65.137,14.426,83.506,16.494,31.496,54.704,30.004,2.984,0.497,1.749,1.16,1975,769,28.392,21.608,110300,708,50.521,6123,1.391,61127,-15.042,8.648,2.533,123037,-10.352,8.278,3.978,3.13,18.132,739,4.014,,10.2,1.741
17029000300,Coles County,Mattoon,61938,,36.7,4555,43.447,56.553,43.2,21.493,61.032,17.475,95.324,1.229,0.263,0,1.69,2000,94.85,5.15,1897,66.842,13.653,29.362,2.36,10.057,46.341,88.545,15.861,4.205,12.322,36.435,99.824,0.176,0,0.689,0.46,64.891,8.961,80.304,0.523,0,2.854,16.891,72.43,36.953,16.131,46778,58347,25131,27641,34701,22824,0.658,12.319,2.256,59.429,49.855,19.371,21.201,12.539,23.86,4.124,12.525,5.882,24.308,11.353,1.704,,,47342,,,,87.45,12.55,0,86.3,30.1,76.067,23.933,22.035,84.555,14.391,0,0,0,2.319,1953,655,56.388,32.379,79900,688,64.796,4656,-0.704,50298,-6.998,7.157,1.804,90264,-11.482,10.879,15.597,1.646,8.711,654,0.098,,8.95,0
17029000400,Coles County,Mattoon,61938,,57.9,2463,49.289,50.711,33.2,24.564,60.292,15.144,96.224,2.314,0,0,0.528,1479,77.62,22.38,1148,52.265,20.993,43.206,2.14,1.613,0,77.847,6.721,12.231,18.99,55.163,99.716,0.284,0,0.658,0,61.892,19.172,71.885,0,3.514,1.065,,62.631,32.404,32.84,23878,29585,14145,16699,20682,15538,,14.158,0,43.206,38.324,20.911,36.412,26.333,35.873,58.861,29.618,54.396,29.256,30.168,27.989,,,24337,,,,57.066,20.69,22.245,80.325,26.707,43.641,56.359,16.115,63.502,33.537,0.958,0.61,7.978,1.22,1956,555,63.215,31.839,50800,545,53.892,2870,4.783,32259,-25.98,6.291,12.881,57491,-11.638,12.004,14.747,17.614,14.509,585,-5.102,,,3.92
17029000500,Coles County,Charleston,61920,,44.1,6499,52.593,47.407,39.5,18.864,66.21,14.925,94.691,1.339,0,0.631,0.816,3099,87.673,12.327,2717,56.901,13.581,34.266,2.26,2.773,63.636,83.691,18.59,7.931,19.841,39.723,98.138,1.862,0.739,1.589,0.584,55.499,12.685,78.493,0.114,1.066,1.827,,76.629,30.99,23.85,26444,38890,17163,18579,19349,18121,,19.737,0,50.064,37.856,18.472,31.288,18.952,36.176,48.4,28.659,52.229,45.376,28.413,7.506,,,26465,,,,73.314,17.102,9.584,72.378,37.302,57.49,42.51,10.71,64.483,32.978,0.589,0,4.614,5.999,1958,620,56.71,39.394,75700,653,61.14,6239,-6.714,29867,-11.461,13.735,-1.05,80443,-5.896,39.478,52.783,-10.819,-7.407,654,-5.251,,6.91,1.178
17029000600,Coles County,Charleston,61920|61912,,31.1,3701,51.797,48.203,43.3,21.535,64.874,13.591,96.758,0.27,0,0.054,0.594,1570,92.994,7.006,1460,71.233,6.918,23.493,2.53,3.315,73.333,92.072,23.038,1.882,9.246,30.815,98.325,1.675,1.243,0.894,0,65.875,7.866,83.971,0,0.111,0.666,22.201,78.356,28.425,8.425,56300,68927,27663,30389,37383,23125,0.619,10.511,0.878,76.169,61.146,15.752,11.483,5.673,9.404,1.575,7.539,1.667,7.654,7.414,7.952,,,56625,,,,98.28,1.72,0,60.064,21.847,90.479,9.521,26.233,31.507,25.137,4.452,0,3.503,2.603,1974,560,30.216,17.986,112700,773,59.198,3664,3.474,55028,2.312,8.726,-0.86,111119,1.423,6.057,7.21,1.482,0.444,772,-27.501,,0.77,0
17029000700,Coles County,Charleston,61920,,37.7,6722,49.613,50.387,23.2,11.232,82.118,6.65,85.6,8.837,0,1.919,2.529,3143,87.878,12.122,2762,31.245,8.436,37.545,2.38,2.065,72,88.244,31.156,6.093,9.205,50.45,96.772,3.228,2.291,0.996,0.521,68.153,11.182,66.826,4.35,2.414,13.444,,80.123,13.505,17.849,24087,37241,16528,11870,12567,11485,,11.596,0,71.435,60.911,8.648,16.21,10.776,13.194,0,38.49,0,7.55,45.331,6.306,14259,85372,27072,11023,0.527,0.407,52.148,19.599,28.253,62.615,20.172,34.142,65.858,8.545,44.931,53.584,0,0,1.941,0,1971,706,65.97,37.658,90900,677,57.264,6894,-25.911,20191,19.296,7.562,3.62,98319,-7.546,46.792,25,-8.302,-17.45,761,-7.275,,3.61,0.326
17029000800,Coles County,Charleston,61920,,42.8,5522,43.644,56.356,20.5,4.509,93.426,2.064,73.343,13.22,0.688,3.006,6.719,1136,82.57,17.43,938,24.52,9.488,42.537,2.25,1.79,0,93.64,37.754,0,2.132,22.807,96.831,3.169,2.209,2.94,0.147,51.386,17.248,44.298,0,0.363,35.484,,69.829,13.753,17.804,13235,28110,6663,3592,3934,3304,,8.457,6.024,83.068,64.415,2.608,7.588,49.13,60,77.778,69.526,76.25,54.506,75.95,0.877,7794,11250,15435,8917,,,28.785,12.5,58.715,66.109,6.778,19.19,80.81,6.29,39.765,59.701,0,0.533,2.377,5.224,1974,584,64.776,49.604,130100,870,50,5675,156.904,11785,12.304,23.04,-5.792,130541,-0.338,61.96,48.684,7.566,5.822,775,-24.61,,0,1.173
17029000900,Coles County,Charleston,61920,,28.2,4442,45.925,54.075,41.5,16.389,63.71,19.901,89.397,4.818,0,2.701,1.666,2026,97.433,2.567,1974,60.284,3.951,29.534,2.22,2.718,0,94.86,54.554,1.648,6.961,40.271,93.922,6.078,2.409,0.877,0.284,61.965,2.246,89.151,0,1.467,0.978,16.764,73.455,28.419,3.749,64057,86556,38874,34619,42500,31172,,8.014,6.044,83.566,73.143,19,6.641,8.151,7.848,11.446,13.845,13.901,7.692,18.233,4.864,43021,19722,69545,80769,,,81.096,9.921,8.983,61.254,2.912,67.984,32.016,19.909,48.683,48.632,0,0.557,1.333,1.317,1976,632,49.842,36.234,148300,938,56.185,4255,7.858,63878,0.28,3.99,-1.744,166183,-10.761,14.823,1.949,-0.978,5.743,744,-15.024,,15.38,0
17029001000,Coles County,Mattoon,61938,,39,3635,46.547,53.453,43.4,20.633,54.801,24.567,91.692,0.22,0,0.605,4.402,1658,96.864,3.136,1606,56.787,10.897,37.049,2.18,6.18,81.818,90.486,25.109,11.6,9.664,47.722,99.532,0.468,0.11,0,0,60.344,11.837,85.612,0,1.491,0.972,,68.867,37.671,16.75,43509,60492,27572,23571,31488,18613,0.591,10.753,12.8,71.563,58.443,23.417,21.221,13.377,22.222,13.187,14.364,18.957,22.541,12.665,11.013,,,42798,65764,,,67.431,14.717,17.853,74.125,12.002,61.333,38.667,18.369,66.625,32.69,0,0,0,1.806,1967,634,42.19,15.298,108400,707,52.69,3353,-0.681,43140,0.855,7.163,4.674,84084,28.919,15.155,30.108,-0.791,-7.567,676,-6.272,,6.84,0
