ZIP,County,Special area,Latitude,Longitude,Population,Age <18,Age 65+,Housing Units,Built 1979 or earlier,Built 1939 or earlier,under 5,5 to  9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85+,Median age,Sex ratio,Age dependency ratio,White,Black,American Indian,Asian,Hispanic/Latino,Race-Ethnicity Diversity Index,Native,Foreign born,Non-citizens,Cancer incidence,Breast cancer incidence,Cervical cancer incidence,Colorectal cancer incidence,Leukemia and lymphoma incidence,Lung cancer incidence,Prostate cancer incidence,Oral cancer incidence,Crowded housing,Speak Spanish at home,Speak English poorly,Male,Female,"Poverty rate, families","Poverty rate, families with children","Poverty rate, families with children <5",Poverty rate,Poverty rate <5,Child poverty rate,Working-age adult poverty rate,Elderly poverty rate,Household poverty rate,Labor force participation,Unemployment,High school graduation rate,College graduation rate,Per capita income,Walk Score,Hardship Index,Gini index of income inequality
60002,Lake County,,42.471741,-88.084493,24305,24.143,12.783,10919,49.821,11.045,5.62,7.023,6.978,7.159,5.196,4.526,5.764,6.069,8.348,8.899,6.846,7.57,7.217,4.851,3.81,1.93,1.185,1.008,41,113.4,58.5,88.64842625,1.197284509,0.016457519,2.493314133,5.315778646,0.210127213,92.83275046,7.167249537,2.485085373,554.73,75.36,4.79,54.53,43.12,91.4,72.51,11.12,0.705142113,3.160556258,0.967784123,53.14132894,46.85867106,8.369646882,5.950413223,0.976709241,,,,,,8.369646882,68.9152613,8.894267131,94.28415895,29.34131737,33595,17,38.11367963,0.4025
60004,Cook County,,42.11278,-87.979542,50222,22.016,16.983,20472,65.006,3.883,5.729,5.912,5.856,6.615,4.695,6.238,5.585,6.816,5.977,8.1,8.275,6.641,6.579,4.677,4.004,3.094,2.738,2.469,42.2,93.3,63.9,81.84460993,1.43960814,0.019911593,8.348930747,7.277687069,0.317567963,82.06961093,17.93038907,8.625701884,453.86,72.41,2.96,46.07,32.88,57.67,57.23,7.99,1.580481817,5.472594783,3.842010772,48.27764725,51.72235275,3.000147427,2.329352794,0.316968893,,,,,,3.000147427,68.05757166,5.854894156,95.27338834,54.67766746,41984,73,34.84056492,0.4186
60005,Cook County,,42.06449,-87.985462,30462,21.578,17.405,13149,76.264,4.654,6.963,5.289,6.162,5.371,4.346,6.812,7.649,6.241,6.805,7.229,8.138,5.686,5.906,4.803,3.509,2.689,2.695,3.71,40.9,98.9,63.9,78.66850502,2.350469437,0,7.103932769,10.39984243,0.364504084,78.63239446,21.36760554,10.14050292,471.38,75.94,3.09,51.7,32.22,55.82,56.24,10.38,1.756487026,7.166296179,3.669595286,49.72096382,50.27903618,4.285147467,2.698055813,0.806771591,,,,,,4.285147467,67.76788631,8.382042784,94.5279313,48.69136254,39070,57,37.83944782,0.4444
60007,Cook County,,42.0086,-87.99734,33830,20.47,15.188,14099,67.948,1.277,5.578,4.886,6.148,5.755,5.191,4.931,6.382,6.216,7.174,7.056,9.412,8.829,7.254,5.507,2.796,2.799,2.465,1.62,43.4,97,55.4,76.91398167,0.59119125,0.209872894,10.59414721,10.10641443,0.386762351,81.38043157,18.61956843,7.685486255,487.34,73.61,4.11,50.06,34.04,68.09,61.29,9.95,0.962456836,7.369376702,3.077356541,49.22849542,50.77150458,5.002263468,3.497057492,0.961973744,,,,,,5.002263468,69.62542483,6.267850652,93.56510385,35.98971722,33733,14,35.84663703,0.4003
60008,Cook County,,42.069786,-88.016221,22402,22.016,12.494,9147,76.725,0.776,7.419,5.928,5.098,6.026,6.026,7.727,9.463,6.276,6.602,6.745,7.906,6.883,5.406,3.509,2.848,2.433,1.745,1.96,36.6,96.1,52.7,62.25783412,3.696098563,0,7.316311044,25.80573163,0.539036241,73.19435765,26.80564235,16.82439068,468.69,66.2,5.57,55.05,30.55,68.69,53.96,11.02,4.885532216,22.37704918,7.107039537,49.01348094,50.98651906,8.73015873,8.130511464,1.816578483,,,,,,8.73015873,69.71301198,9.504396483,85.63904945,27.69428388,29331,46,49.49078259,0.4061
60010,Lake County,,42.146498,-88.164654,44416,24.471,18.408,17076,48.677,8.046,4.586,6.813,7.707,7.425,3.661,3.055,2.866,4.906,6.597,7.916,10.073,8.58,7.407,6.171,4.764,2.994,2.6,1.878,46.5,95.3,75.1,82.59861311,0.569614553,0.051783141,10.34086816,4.723523055,0.304536086,86.20542147,13.79457853,3.917507205,517.83,81.62,2.94,50.51,37.05,51.97,85.01,8.1,0.531183602,3.711744024,1.790981382,48.80673631,51.19326369,3.773436887,2.518239586,0.502078921,,,,,,3.773436887,62.39586899,6.606922409,97.17796556,64.31658389,66257,1,29.73660196,0.4978
60012,McHenry County,,42.272492,-88.314084,11313,25.289,11.827,4330,30.554,3.349,3.297,5.525,10.351,8.503,5.613,2.608,2.714,6.232,6.568,11.067,11.049,8.618,6.028,4.225,2.537,1.786,1.909,1.37,43.9,95.9,59,92.90197118,0.265181649,0,2.165650137,3.473879608,0.135097154,93.945019,6.054980995,1.794395828,426.23,66.71,3.83,39.56,30.8,50.85,63.12,6.13,0.576874843,2.632541133,0.283363803,48.95253248,51.04746752,1.935483871,1.228878648,0,,,,,,1.935483871,71.14522636,6.063947078,98.14495826,53.82271101,46062,11,29.67300194,0.3894
60013,McHenry County|Lake County,,42.223439,-88.235506,26241,26.943,7.633,9432,44.126,6.817,6.116,7.244,7.774,8.635,5.068,4.973,4.95,5.324,6.932,10.484,10.693,7.839,6.334,3.125,1.825,1.688,0.442,0.553,39.9,100.5,52.8,87.2680157,0.926031782,0,2.389390648,8.12087954,0.231009924,92.14968942,7.850310583,3.738424603,497.06,74.22,2,54.47,35.32,65.07,70.9,11.43,1.268403171,5.800454619,1.988959247,50.13528448,49.86471552,5.20506881,3.610846164,0.245265022,,,,,,5.20506881,75.01481335,7.411795682,94.48505761,44.70436868,38214,7,34.94576471,0.3673
60014,McHenry County,,42.232414,-88.327449,48379,25.577,11.544,18108,45.554,6.406,5.308,6.738,8.214,8.332,4.99,5.955,5.943,5.583,7.846,8.715,8.039,8.065,4.727,4.018,2.559,1.993,1.463,1.511,38.9,98.4,59,84.06540028,1.597800699,0.074412452,2.887616528,10.13869654,0.281839343,89.6049939,10.3950061,5.52719155,507.24,78.14,4.74,56.4,35.1,67.7,64.85,14.31,1.56915359,8.698784135,3.737093711,49.60830112,50.39169888,4.428627916,3.123764334,0.332147094,,,,,,4.428627916,72.12624673,7.456992994,92.26627661,40.912486,35414,61,38.2974493,0.397
60015,Lake County,,42.173822,-87.878176,27373,26.57,14.587,9913,67.558,4.772,4.749,7.489,8.527,9.053,4.355,2.535,3.514,5.403,8.037,7.288,8.589,8.435,7.438,5.432,3.05,2.013,1.611,2.481,42.7,96.1,69.9,88.52884229,0.89504256,0.058451759,4.460599861,4.946480108,0.211657507,86.95429803,13.04570197,4.964746283,492.02,87.23,2.22,41.5,45.38,45.56,68.56,7.79,0.691606413,4.587120776,2.999271277,48.99353377,51.00646623,2.355343771,1.225323349,0.204220558,,,,,,2.355343771,68.17281389,5.975212906,97.46933792,71.42460736,60933,4,29.25760777,0.4568
60016,Cook County,,42.049573,-87.895003,61369,20.646,15.689,25148,75.382,7.329,6.158,5.801,5.335,5.418,5.275,7.403,8.428,6.58,6.559,6.841,6.982,7.589,5.944,4.672,3.375,2.974,2.184,2.485,39.7,97.4,57.1,60.26169564,3.589760302,0.21509231,21.86120028,12.75725529,0.571343268,59.76470205,40.23529795,18.10686177,482.15,73.28,4.82,51.01,39.05,61.5,58.7,11.79,4.47761194,10.635527,10.26914395,49.3441314,50.6558686,6.069592724,4.171609332,0.830367734,,,,,,6.069592724,66.44566559,5.981958222,88.27668914,38.19975562,29213,33,45.609188,0.3953
60018,Cook County,,41.979388,-87.894358,29027,23.054,14.125,10684,83.499,6.776,6.735,6.425,6.745,5.46,6.535,5.833,6.794,7.562,6.363,7.076,7.71,6.876,5.76,4.492,2.822,2.46,1.647,2.704,38.2,108.2,59.2,49.97416199,1.433148448,0,10.43511214,36.87601199,0.603024091,65.49074999,34.50925001,17.72487684,473.27,66.35,5.64,52.35,33.74,67.73,53.36,13.51,6.415244937,33.96128842,12.28945035,51.97919179,48.02080821,10.56910569,9.613464556,2.096705178,,,,,,10.56910569,68.07074095,8.10914681,79.60742652,22.6336824,24634,31,57.45637182,0.4202
60020,Lake County,,42.389054,-88.173346,10246,21.364,15.264,5404,49.204,5.736,8.559,6.315,4.128,4.411,4.792,7.701,9.33,7.486,4.948,7.993,6.529,8.13,4.411,4.392,3.24,3.631,2.284,1.718,37.3,92.6,57.8,80.66562561,1.542065196,0.07807925,4.509076713,12.59027913,0.331144781,87.6146789,12.3853211,6.870974039,606.01,67.63,*,66.09,41.33,112,61.33,18.93,2.23255814,10.37463977,3.821112178,48.08705836,51.91294164,8.194905869,5.795496493,0.184569952,,,,,,8.194905869,69.62855062,14.12133891,88.81185427,22.70255574,27938,18,47.21997585,0.4194
60021,McHenry County|Lake County,,42.194697,-88.217108,5724,25.577,7.023,2071,59.15,15.451,7.477,5.8,7.512,7.39,6.132,7.407,6.866,6.254,5.451,8.753,10.307,8.578,5.049,3.005,1.45,1.013,1.171,0.384,37.4,95.9,48.4,85.97134871,0,0,3.476589797,8.787561146,0.251650583,90.30398323,9.696016771,5.048916841,460.03,72.48,*,52.44,32.64,57.7,67.19,11.18,1.462430661,5.985649547,2.001510574,48.95178197,51.04821803,2.094594595,2.094594595,0,,,,,,2.094594595,76.92307692,11.56804734,92.28723404,38.40425532,36747,47,36.99131519,0.4348
60022,Cook County,,42.135423,-87.761882,8383,31.457,15.126,3077,76.763,33.409,6.251,9.877,10.939,6.06,3.006,1.002,2.899,4.974,8.374,7.396,8.47,7.849,7.778,4.915,3.614,2.398,1.67,2.529,43.2,103.9,87.2,93.37945843,0.763449839,0,1.681975426,2.827150185,0.126705506,91.82870094,8.171299058,2.839079089,501.3,88.25,*,43.17,44.53,50.4,76.53,5.25,0,2.061330958,0.165415447,50.96027675,49.03972325,2.577101817,2.239121251,0,,,,,,2.577101817,62.09446966,3.735787764,98.63653343,85.39409787,102562,73,20.60260542,0.5261
60025,Cook County,,42.075201,-87.821026,39263,24.209,17.793,15331,76.975,5.14,5.443,7.144,7.427,5.333,3.775,4.628,4.995,5.494,7.292,7.358,7.766,7.569,7.985,5.29,3.754,3.135,2.463,3.151,43.9,90.4,72.4,74.81089066,1.202149606,0.216488806,14.55059471,7.299493162,0.413380117,74.7675929,25.2324071,8.308076306,400.1,65.58,2.63,36.04,29.67,45.84,55.29,6.96,0.623441397,6.310941119,4.104939934,47.46708097,52.53291903,3.130737269,1.93255387,0.125616002,,,,,,3.130737269,65.02042934,6.600709539,95.74903877,57.041216,46662,59,34.08936854,0.4819
60026,Cook County,,42.092234,-87.837445,13775,22.868,22.388,5360,31.847,0.336,5.633,7.034,6.352,5.699,4.748,4.269,4.152,4.377,7.071,7.129,8.254,6.555,6.338,7.23,2.868,3.376,2.882,6.033,45.4,86.8,82.7,71.99274047,2.047186933,0,15.91288566,8.696914701,0.448217485,75.78947368,24.21052632,9.771324864,306.29,49.38,*,28.06,24.7,27.62,33.94,4.77,2.87256603,6.846680514,4.154165705,46.45372051,53.54627949,4.662068966,3.006896552,0,,,,,,4.662068966,58.23566821,5.290342777,93.9378345,61.99053108,56457,13,37.88975687,0.5151
60029,Cook County,,42.059253,-87.778339,478,33.473,12.971,147,86.395,25.17,6.485,10.042,12.343,6.485,3.975,3.556,1.255,5.23,9.414,8.368,9.205,5.858,4.812,2.301,5.439,2.301,2.092,0.837,40.3,139,86.7,85.77405858,0,0,3.765690377,10.25104603,0.252350274,86.82008368,13.17991632,6.066945607,828.62,166.76,0,85.39,89.43,*,160.11,*,0.714285714,7.606263982,1.789709172,58.15899582,41.84100418,1.6,1.6,0,,,,,,1.6,68.07228916,7.079646018,94.82758621,79.31034483,51747,0,35.6551735,0.3457
60030,Lake County,,42.337078,-88.044326,36563,25.351,12.696,14134,33.189,4.924,5.744,6.78,7.986,7.888,5.886,4.07,5.161,6.463,8.364,9.302,9.124,6.135,4.403,3.747,2.951,2.155,1.925,1.917,40,99.1,61.4,77.59483631,2.885430627,0.388370757,5.688811093,11.56633755,0.380095286,87.87298635,12.12701365,6.435467549,525.94,79.01,3.64,52.21,35.88,65.33,72.61,11.31,0.880669309,8.719496271,2.611496387,49.78530208,50.21469792,3.611940299,2.467661692,0.975124378,,,,,,3.611940299,71.0984078,7.365872937,93.76560679,45.52605294,36945,51,36.23545048,0.3983
60031,Lake County,,42.373574,-87.939353,37920,26.53,9.953,14459,29.933,2.545,4.67,7.278,8.605,7.961,5.897,5.309,4.781,7.545,7.6,8.708,9.818,7.057,4.818,2.872,2.408,1.63,1.443,1.601,38.8,93.6,57.4,65.88607595,7.858649789,0.094936709,10.18196203,13.03533755,0.531566382,84.41191983,15.58808017,5.474683544,457.46,72.32,3.2,43.75,34.02,54.58,63,7.8,1.218114073,9.145481203,2.163268693,48.35443038,51.64556962,3.664545268,2.514884007,0.256620817,,,,,,3.664545268,72.59419897,8.483230279,94.03321137,45.17711391,37196,24,36.33653348,0.4007
60033,McHenry County,,42.424786,-88.608011,13686,32.12,10.229,4761,53.098,22.936,8.264,8.834,9.389,8.015,6.649,6.532,7.57,5.772,5.889,5.612,5.655,6.145,5.444,3.244,3.149,1.476,1.045,1.315,31.1,98.6,73.5,59.22110186,0.116907789,0,0,40.04822446,0.488861044,75.82931463,24.17068537,19.28978518,443.63,60.41,3.44,52.23,28.72,66.4,61.53,7.95,8.223992502,38.0007965,10.95181203,49.64927663,50.35072337,17.38241309,16.6520596,1.460706982,,,,,,17.38241309,68.25429065,10.78708526,78.27166625,14.31586789,19317,55,68.10239685,0.3853
60034,McHenry County,,42.456318,-88.419695,1795,16.825,18.384,818,52.934,28.973,4.457,3.788,4.345,7.632,5.961,6.24,0.724,4.067,7.577,9.025,10.585,9.638,7.577,6.017,4.624,3.677,1.671,2.396,47.3,97,54.3,88.57938719,0.501392758,0,1.281337047,7.855153203,0.208691739,89.74930362,10.25069638,5.849582173,475.4,70.69,*,48.63,44.52,64.9,61.46,*,1.983002833,8.279883382,0,49.24791086,50.75208914,4.819277108,2.008032129,2.008032129,,,,,,4.819277108,63.34196891,7.975460123,86.18867925,14.49056604,27742,2,43.51164791,0.391
60035,Lake County,,42.185968,-87.805939,29837,25.23,20.716,12350,70.866,19.069,5.507,7.125,8.298,6.519,3.623,2.353,4.149,4.511,6.934,6.931,8.376,7.903,7.055,6.79,4.471,3.409,2.862,3.184,45.7,96.3,85,86.72118511,2.279049502,0,2.460032845,7.199115193,0.241456571,87.51550089,12.48449911,4.155913798,516.79,88.06,2.39,43.91,46.44,52.78,69.12,6.64,1.020937879,5.309640349,1.745052139,49.05989208,50.94010792,4.216089254,3.30005872,0.340575455,,,,,,4.216089254,62.69082731,6.247828202,96.1976077,69.45930176,68679,83,31.99894258,0.5163
60040,Lake County,,42.206363,-87.813098,5400,23.37,14.37,2178,70.569,29.982,7.63,5.444,6.593,6.685,7.463,6.648,6.389,9.333,5.481,6.241,5.407,8.352,3.963,2.981,3.741,3.074,1.426,3.148,36.3,92,60.6,48.7037037,2.925925926,0,1.759259259,46.2962963,0.547284705,67.27777778,32.72222222,19.77777778,411.46,76.18,*,27.83,35.63,61.28,50.77,*,3.235294118,46.23095429,9.04170008,47.92592593,52.07407407,11.22291022,6.346749226,1.00619195,,,,,,11.22291022,69.12313433,9.311740891,81.19753777,32.56855064,29122,81,52.0050801,0.4945
60041,Lake County,,42.364552,-88.15112,8655,22.022,13.68,3708,61.462,15.21,5.488,6.124,5.488,8.296,4.945,6.285,6.771,4.183,6.909,9.093,9.763,7.626,5.35,5.292,3.836,2.808,0.959,0.786,42.4,94.7,55.5,85.55748122,0.704794916,0.288850376,0.751010976,10.52570768,0.256554641,93.10225303,6.897746967,4.402079723,563.88,70.71,6.88,65.91,34.53,101.85,69.7,17.76,0,5.476772616,1.650366748,48.64240324,51.35759676,6.336550567,5.749055812,2.056231641,,,,,,6.336550567,68.575028,14.28863033,92.51948914,20.50091226,28279,3,40.70310241,0.3826
60042,Lake County|McHenry County,,42.278206,-88.196627,8556,27.01,8.006,3212,29.078,5.822,5.388,7.901,7.106,9.432,3.997,7.305,7.527,6.872,6.942,10.051,7.387,6.58,5.505,3.027,1.262,1.8,1.508,0.409,35.6,93.9,53.9,82.37494156,0.759700795,0,0.736325386,12.72791024,0.303968235,89.01355774,10.98644226,4.955586723,514.37,63.8,6.12,63.36,34.69,90.78,43.4,9.73,2.197452229,12.69919704,3.187152563,48.43384759,51.56615241,9.339207048,7.885462555,0,,,,,,9.339207048,75.52919982,10.19677996,90.33910279,23.04839279,26715,9,44.09899746,0.3593
60043,Cook County,,42.088859,-87.714588,2648,35.801,14.766,904,91.814,65.819,4.267,10.083,14.162,9.215,2.266,1.095,0.718,2.644,9.554,11.745,8.724,6.949,3.814,3.739,3.21,3.399,2.681,1.737,42.7,99.1,102.3,94.03323263,0.981873112,0,1.925981873,1.925981873,0.114808474,90.14350453,9.856495468,5.135951662,470.45,70.22,*,36.27,37.52,34.07,96.7,*,0,2.287968442,0.157790927,49.7734139,50.2265861,1.287553648,0.572246066,0,,,,,,1.287553648,54.37053326,3.640040445,99.05601007,89.42731278,97381,46,22.91430186,0.5074
60044,Lake County,,42.284408,-87.862297,9683,22.617,15.47,4127,51.127,7.657,4.131,5.649,7.828,6.558,6.196,6.238,4.203,6.186,6.083,8.159,9.501,7.694,6.103,4.916,3.46,2.85,2.065,2.179,42.7,89.9,61.5,84.42631416,0.919136631,0,7.311783538,5.225653207,0.278610087,88.89806878,11.10193122,3.480326345,461,84.3,*,43.99,30.22,47.48,68.85,8.36,0.078369906,3.910373802,1.066465582,47.33037282,52.66962718,3.98467433,2.030651341,0.268199234,,,,,,3.98467433,64.53964194,5.705166567,96.58905532,69.58327154,57133,4,28.53618128,0.4992
60045,Lake County,,42.235997,-87.864777,20516,24.932,18.342,7737,59.196,17.009,4.27,6.765,8.286,9.456,5.094,2.091,2.189,3.563,6.22,7.872,9.719,8.179,7.955,6.073,4.036,3.368,2.379,2.486,46.5,95.8,76.3,90.02729577,1.111327744,0,4.620783779,2.753948138,0.186291168,90.84616884,9.153831156,2.529732891,478.8,85.48,2.08,40.56,33.93,44.39,72.8,11.88,0.112898673,2.296334012,0.366598778,48.9374147,51.0625853,2.816651904,1.647475642,0.212577502,,,,,,2.816651904,54.95757726,6.567366283,97.86983121,75.08660721,85189,1,24.68697566,0.5238
60046,Lake County,,42.416323,-88.059119,34859,27.947,9.777,12710,38.017,4.752,6.839,7.243,8.491,8.032,4.71,5.342,5.686,5.494,7.866,9.363,8.838,7.137,5.181,3.99,1.802,1.036,1.371,1.578,38.5,97.4,60.6,82.64149861,2.418313778,0.0028687,4.546888895,8.055308529,0.307426407,91.90739838,8.092601624,1.833099056,493.19,71.66,4.07,53.51,34.86,66.67,64.76,9.6,0.702223708,4.320246343,1.422632794,49.34737084,50.65262916,3.019670388,2.169059011,0,,,,,,3.019670388,71.28802785,10.73689811,95.30335285,39.89710839,34086,23,37.03007056,0.3698
60047,Lake County,,42.203134,-88.044208,42221,26.25,9.862,14189,37,2.615,5.035,7.591,7.977,8.143,5.45,3.522,3.697,5.578,7.212,9.081,11.013,8.806,7.032,3.782,2.262,1.137,1.348,1.333,42,96.3,56.5,81.66315341,1.485042988,0.052106772,8.552615997,6.233864665,0.321327002,83.51768077,16.48231923,5.087515691,480.84,73.34,3.04,53.1,35.75,52.42,64.62,11.26,1.178353215,4.441950368,1.808205512,49.06089387,50.93910613,3.173647545,2.614603939,0.189214759,,,,,,3.173647545,73.02537172,7.751484238,95.83918223,58.20825685,52289,1,31.40369833,0.4175
60048,Lake County,,42.295408,-87.950611,29284,24.788,14.834,11000,57.136,6.464,4.6,6.311,9.186,7.356,4.214,3.545,3.64,4.282,6.58,9.667,10.098,8.226,7.461,4.815,3.749,1.987,1.994,2.288,45.1,96.3,65.6,87.31730638,1.06542822,0,6.62819287,3.828028958,0.231476736,89.6667122,10.3332878,3.319218686,467.35,73.61,3.28,52.36,35.9,49.97,60.93,9.42,0.387963664,2.688191288,2.151268927,49.05750581,50.94249419,1.71023699,1.062790129,0,,,,,,1.71023699,66.05536483,5.978225008,96.15211634,65.41402229,58962,38,29.03392302,0.455
60050,McHenry County,,42.331147,-88.29518,32253,24.202,13.007,12910,50.821,6.576,6.012,6.223,7.361,7.137,6.223,5.457,6.325,6.235,7.699,7.401,8.836,6.53,5.556,4.062,2.821,2.22,1.556,2.347,39.4,100.2,59.3,84.25572815,0.455771556,0,2.099029548,11.74464391,0.275633444,91.7930115,8.206988497,5.791709298,310.07,41.25,3.1,37.4,19.52,49.43,38.42,6.52,2.000165303,8.629676057,3.262518968,50.04805755,49.95194245,6.534560038,4.871431941,0.577966502,,,,,,6.534560038,70.82775459,11.09688909,91.58342582,24.6809101,29609,16,43.11872586,0.409
60051,McHenry County|Lake County,,42.35491,-88.229132,24787,23.085,11.264,9871,47.077,8.186,5.261,6.871,6.027,7.694,6.935,5.551,6.439,6.689,7.133,8.073,7.702,6.77,7.593,4.712,2.723,1.767,1.089,0.972,39,98.2,52.3,88.20752814,0.556743454,0.040343729,0.697946504,9.6461855,0.212495544,94.33574051,5.664259491,2.747407915,352.99,48.13,3.39,36.79,28.7,56.67,42.56,9.21,0.951011832,6.310948346,2.039773453,49.5542018,50.4457982,6.209535021,4.590935845,1.368452031,,,,,,6.209535021,73.94856278,10.18417462,92.55702281,22.72509004,30873,0,38.75259034,0.3778
60053,Cook County,,42.042336,-87.788947,23424,19.053,22.366,8933,85.593,5.877,4.79,6.455,5.174,3.987,4.589,6.058,6.792,6.305,5.2,5.499,7.142,8.154,7.488,6.348,5.157,3.706,2.92,4.235,45.4,93.3,70.7,59.25973361,1.664959016,0.038422131,29.06847678,6.335382514,0.559213604,60.07086749,39.92913251,8.098531421,501.57,75.02,3.2,57.01,37.2,60.39,65.45,8.45,3.248232051,5.70800825,8.088960631,48.25819672,51.74180328,5.63225604,3.169124569,0.203953561,,,,,,5.63225604,60.79299691,7.978993732,90.73937048,43.66782401,32676,56,45.00438861,0.4062
60056,Cook County,,42.067166,-87.934719,55617,23.424,14.699,21989,79.367,3.588,6.467,6.561,6.369,6.124,4.545,6.676,7.237,6.34,7.449,8.519,7.996,5.739,5.279,4.211,3.069,2.929,2.6,1.89,39.8,99.8,61.6,67.39126526,2.105471349,0.233741482,12.02869626,16.67835374,0.502882706,67.11437151,32.88562849,16.70891993,466.2,72.4,3.77,54.63,34.38,55.78,62.81,8.77,3.173757147,14.08496732,10.00961169,49.94875668,50.05124332,2.523637375,1.974416018,0.271134594,,,,,,2.523637375,69.03110265,6.427233595,88.16300296,38.08715773,33824,67,42.76382946,0.4145
60060,Lake County,,42.270103,-88.039292,37947,25.623,9.063,13440,44.933,4.167,7.676,5.958,7.218,7.437,5.979,5.795,7.337,7.708,6.852,7.719,7.518,7.207,6.533,3.065,2.72,1.584,1.03,0.664,36.6,102.7,53.1,59.33802409,1.346615016,0,7.947927372,29.85743274,0.552026958,72.27712336,27.72287664,16.99212059,459.5,68.33,3.69,40.95,34.83,61.44,58.9,8.77,4.070726916,26.51995205,8.092139065,50.668037,49.331963,7.287860333,6.749898498,1.705237515,,,,,,7.287860333,73.42103474,10.03617475,88.357455,40.78498978,34103,15,45.59967411,0.413
60061,Lake County,,42.234909,-87.959135,26144,26.404,10.4,10183,38.25,0.118,5.986,7.726,7.788,6.288,5.42,5.087,6.066,8.729,6.667,9.088,8.69,6.529,5.535,2.723,2.716,0.937,1.182,2.842,38.1,97,58.2,64.66110771,0.864443084,0,20.01606487,11.32573439,0.527946528,70.0619645,29.9380355,13.61689106,540.46,84.76,3.25,55.63,41.18,60.43,58.07,11.92,2.133416589,9.487774116,4.654379755,49.24648103,50.75351897,2.050215421,0.93596791,0.193136235,,,,,,2.050215421,73.15101308,6.269613863,95.034933,59.93013401,43019,28,34.40879181,0.4274
60062,Cook County,,42.126279,-87.845088,40211,23.011,23.635,16242,72.356,3.626,4.479,7.533,6.401,6.359,3.718,3.41,2.833,5.503,6.665,6.931,8.423,8.279,5.832,6.434,4.785,4.151,3.845,4.422,47.6,96,87.4,80.05023501,1.432443859,0,13.72758698,2.832558255,0.33905633,78.09305911,21.90694089,7.68446445,519.32,83.85,2.21,46.62,47.12,53.33,70.25,9.16,0.469421488,2.19994793,3.743816714,48.9741613,51.0258387,4.656775116,3.038970325,0.312835181,,,,,,4.656775116,58.45057329,5.333474711,96.43888019,65.25126065,54738,13,33.92348064,0.4926
60064,Lake County,,42.324027,-87.856704,15898,31.998,8.209,5735,80.209,22.214,9.869,9.064,8.561,8.366,9.423,7.894,6.636,6.152,5.586,6.428,5.479,5.145,3.189,3.145,2.007,1.352,1.208,0.497,28.6,96.2,67.2,9.372248082,43.26330356,0,2.258145679,43.34507485,0.615362306,76.87130457,23.12869543,16.15297522,408.44,49.19,5.29,47.32,26.89,64.62,63.1,13.36,7.335668659,38.69774583,12.04550213,49.0187445,50.9812555,28.1175772,23.45605701,4.542755344,,,,,,28.1175772,61.62790698,19.53226505,67.84687895,12.18530866,14072,47,80.85857567,0.456
60067,Cook County,,42.106323,-88.064337,38303,23.432,14.795,16289,54.024,3.346,5.697,6.386,6.284,6.926,3.219,5.55,5.95,6.973,6.43,7.986,9.075,7.488,7.24,5.06,3.895,2.389,2.026,1.425,42.1,99.4,61.9,76.04626269,1.545570843,0.041772185,14.38007467,5.996919301,0.396863362,82.69065086,17.30934914,7.511161006,335.21,52.58,2.17,30.8,25.22,41.69,44.94,7.15,1.762747274,4.648265552,3.83710307,49.84727045,50.15272955,3.694366334,2.763502376,0.465431979,,,,,,3.694366334,68.61234924,5.300387134,94.75567891,58.09290775,48199,34,33.7081612,0.4535
60068,Cook County,,42.011762,-87.843434,37511,23.382,18.539,15005,84.292,19.214,4.839,6.462,7.582,7.059,4.545,3.746,3.3,5.028,6.969,8.587,9.157,8.208,5.98,4.695,4.049,3.49,2.759,3.546,45.4,88.7,72.2,87.75825758,0.917064328,0.042654155,3.894857508,6.504758604,0.223938496,85.0230599,14.9769401,3.454986537,498.34,81.55,2.77,53.87,38.58,52.05,70.09,7.56,0.735606168,4.277790229,1.896571044,46.99421503,53.00578497,2.85825017,2.43193489,0.348803411,,,,,,2.85825017,63.81086614,5.527215356,95.66251198,54.01725791,45635,75,33.84849715,0.4531
60069,Lake County,,42.196594,-87.924704,8301,20.371,29.105,3744,42.708,3.259,3.482,6.312,6.686,5.987,3.241,2.927,0.976,5.12,6.216,7.011,7.409,7.397,8.132,4.566,7.421,4.807,4.734,7.577,51.2,90.8,97.9,85.83303216,0.602337068,0,8.842308156,2.830984219,0.254254973,82.29129021,17.70870979,6.312492471,551.54,92.85,*,46.42,45.2,56.42,77.92,12.3,0,3.120319521,2.970544184,47.5966751,52.4033249,1.775147929,1.27446518,0,,,,,,1.775147929,52.25712199,6.513838412,96.80557808,62.67228798,58605,24,33.28615607,0.4846
60070,Cook County,,42.103663,-87.928972,16033,23.071,14.982,6383,69.011,4.512,6.293,8.489,5.133,5.164,6.293,10.216,5.245,7.241,5.439,6.106,7.403,5.526,6.468,3.879,3.805,2.563,2.757,1.977,37,92.2,61.4,59.46485374,0.049897087,0.10603131,7.553171584,32.25222978,0.53664883,60.57506393,39.42493607,24.54936693,488.23,69.32,3.42,51.98,35.34,60.78,63.92,8.68,8.293408227,28.5942492,13.96432375,47.96357513,52.03642487,8.436902486,6.333652008,0.334608031,,,,,,8.436902486,66.11798063,6.512128092,84.26792693,35.18131419,30851,24,55.12176747,0.4315
