ZIP,County,Special area,Latitude,Longitude,Population,Age <18,Age 65+,Housing Units,Built 1979 or earlier,Built 1939 or earlier,under 5,5 to  9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85+,Median age,Sex ratio,Age dependency ratio,White,Black,American Indian,Asian,Hispanic/Latino,Race-Ethnicity Diversity Index,Native,Foreign born,Non-citizens,Cancer incidence,Breast cancer incidence,Cervical cancer incidence,Colorectal cancer incidence,Leukemia and lymphoma incidence,Lung cancer incidence,Prostate cancer incidence,Oral cancer incidence,Crowded housing,Speak Spanish at home,Speak English poorly,Male,Female,"Poverty rate, families","Poverty rate, families with children","Poverty rate, families with children <5",Poverty rate,Poverty rate <5,Child poverty rate,Working-age adult poverty rate,Elderly poverty rate,Household poverty rate,Labor force participation,Unemployment,High school graduation rate,College graduation rate,Per capita income,Walk Score,Hardship Index,Gini index of income inequality
60141,Cook County,,41.857903,-87.838082,157,0,59.873,57,0,0,0,0,0,0,0,0,2.548,0,0,14.013,7.006,14.65,1.911,12.102,7.006,19.108,3.185,18.471,69.7,,149.2,28.02547771,54.14012739,0,0,17.8343949,0.596535356,100,0,0,886.46,*,0,125.07,*,140.15,187.74,*,,7.006369427,0,100,0,,,,,,,,,,2.547770701,0,66.24203822,16.56050955,12660,18,,
60142,McHenry County|Kane County,,42.173914,-88.444661,27077,23.537,28.951,11584,8.753,1.899,5.244,7.94,6.862,4.927,3.398,2.46,4.786,5.809,8.845,7.279,4.247,3.309,5.942,9.864,9.285,5.193,2.825,1.784,44.8,91.7,110.5,83.1406729,0.299146877,0,6.005096576,8.361339883,0.297833368,91.0994571,8.900542896,1.576984156,1110.06,160.88,*,88.63,81.13,139.25,186.68,17.47,0.57936362,4.357485287,1.543438438,47.83026185,52.16973815,0.611620795,0.280326198,0,,,,,,0.611620795,55.43346114,5.599864246,95.64320701,35.01417891,37727,0,39.75788095,0.3725
60143,DuPage County,,41.975335,-88.022464,10198,21.181,14.758,4051,65.539,7.48,5.138,6.835,4.736,5.668,4.815,5.187,6.197,6.943,8.825,6.668,7.472,6.59,10.169,4.775,4.658,1.765,1.687,1.873,42.1,101.7,56.1,79.29986272,0.27456364,0,7.442635811,10.75701118,0.353758785,80.45695234,19.54304766,9.060600118,466.25,68.51,3.66,46.74,32.29,64.27,70.72,10.04,1.36036961,6.677692785,3.928054579,50.4216513,49.5783487,3.687635575,3.000723066,0,,,,,,3.687635575,70.35799523,6.835142469,91.34006734,39.07070707,37598,29,36.95722068,0.407
60144,Kane County,,41.835957,-88.520644,79,26.582,16.456,33,100,48.485,3.797,0,12.658,12.658,7.595,3.797,0,5.063,11.392,5.063,7.595,0,13.924,2.532,13.924,0,0,0,40.6,97.5,75.6,69.62025316,0,0,30.37974684,0,0.423009133,69.62025316,30.37974684,30.37974684,1157.34,*,0,*,*,*,*,*,0,1.315789474,13.15789474,49.36708861,50.63291139,0,0,0,,,,,,0,70,2.380952381,80,18,31452,13,,0.2717
60145,DeKalb County|Boone County,,42.084569,-88.77382,2506,24.142,8.739,884,42.986,14.819,5.507,4.27,9.377,6.744,8.859,5.587,7.302,6.305,4.589,9.816,9.018,8.939,4.948,2.594,2.354,1.556,1.197,1.038,37.1,104.1,49,91.50039904,0.279329609,0,0,4.549082203,0.159342717,96.76775738,3.232242618,0.718276137,469.25,40.1,*,49.33,26.12,79.57,74.81,*,1.438848921,2.027027027,0.126689189,50.99760575,49.00239425,4.692082111,1.906158358,0,,,,,,4.692082111,79.86145473,13.07311029,91.74311927,17.37003058,29747,,40.26710576,0.3371
60146,DeKalb County,,42.099982,-88.874061,2814,23.845,12.225,1158,65.458,44.041,5.188,6.61,7.783,7.321,8.173,5.224,5.508,5.686,5.437,8.173,6.93,7.711,8.031,4.584,1.208,2.345,1.741,2.345,37.9,113.3,56.4,90.68941009,0,0,0,7.391613362,0.171711248,96.23312011,3.766879886,1.208244492,507.68,76.9,*,34.14,30.52,89.67,79.15,*,1.238095238,6.259370315,0.787106447,53.12722104,46.87277896,3.566333809,3.138373752,0,,,,,,3.566333809,66.35430611,9.145931406,88.1773399,15.98248495,26350,,41.98584393,0.3812
60148,DuPage County,,41.873571,-88.020766,52833,20.128,14.887,22417,70.255,7.543,4.599,5.322,6.197,6.454,6.787,7.283,6.901,5.606,7.456,7.584,8.856,6.168,5.898,3.572,3.163,2.79,2.275,3.087,40.5,96.3,53.9,76.4635739,4.563435731,0.10031609,8.55715178,8.451157421,0.398450914,88.10970416,11.89029584,5.396248557,485.31,72.51,4.03,51.36,35.33,67.41,59.82,11.1,0.823597012,5.963930718,1.878856417,49.0488899,50.9511101,4.094083058,2.771040059,0.205806689,,,,,,4.094083058,70.22594334,7.829495345,94.15342569,41.66822968,34908,44,35.24969367,0.3911
60150,DeKalb County,,41.9258,-88.891997,1509,28.297,12.459,625,72.96,39.04,6.296,10.404,8.085,4.705,5.169,6.759,7.753,5.633,5.169,5.765,7.157,7.29,7.356,4.771,3.115,2.916,0.53,1.127,35.7,111.3,68.8,91.91517561,2.451954937,0,0.795228628,2.584493042,0.153319974,98.21073559,1.789264414,0.331345262,418.78,81.53,*,44,26.82,35.71,81.15,*,0.869565217,1.838755304,0.424328147,52.68389662,47.31610338,12.31671554,11.14369501,0.879765396,,,,,,12.31671554,68.95927602,9.711286089,89.35091278,21.90669371,23611,0,46.74425669,0.3739
60151,Kane County|DeKalb County,,41.918475,-88.574468,4333,23.24,12.901,1671,58.947,26.092,5.17,7.893,6.416,5.608,8.17,4.823,4.477,5.077,7.016,6.785,10.778,7.177,7.708,4.777,2.654,1.8,2.331,1.339,41.7,108.5,56.6,94.414955,0.369259174,0,0.507731364,2.53865682,0.107660716,97.73828756,2.261712439,1.061620125,502.88,63.7,*,55.11,43.12,59.89,91.06,*,0,1.50888294,0.14602093,52.0424648,47.9575352,3.544929926,3.132728772,2.061005771,,,,,,3.544929926,71.00557021,8.051197358,93.94882434,21.50760719,30677,0,35.51221136,0.408
60152,McHenry County,,42.237802,-88.625501,12825,24.678,14.417,4686,50.683,15.386,6.417,7.618,7.961,4.982,4.834,6.113,3.938,7.111,7.337,6.035,8.982,6.963,7.29,4.827,4.967,2.012,0.975,1.637,40.5,96.3,64.2,83.25925926,1.442495127,0.070175439,0.647173489,13.43469786,0.288358632,92.16374269,7.83625731,4.366471735,483.58,61.7,3.7,52.93,41.5,60.57,72.09,9.92,1.472203911,8.21529745,2.399600067,49.06822612,50.93177388,6.412337662,4.031385281,0.757575758,,,,,,6.412337662,66.61961891,11.53030303,90.0971984,21.13207547,28995,2,44.44408161,0.395
60153,Cook County,,41.879283,-87.843251,24157,24.804,13.023,9206,92.776,50.087,6.06,7.604,6.975,6.876,7.157,7.497,7.385,6.002,6.487,6.036,7.489,6.172,5.237,3.486,3.187,2.732,2.115,1.503,35.3,91.4,60.8,4.77294366,72.49658484,0,0.26493356,21.79906445,0.424575061,89.36954092,10.63045908,7.745167032,517.34,66.28,9.12,68.92,23.49,73.24,92.91,11.55,3.649921507,19.05433394,5.151368263,47.75427412,52.24572588,16.18486795,13.77587438,1.552462527,,,,,,16.18486795,61.43350146,18.53295228,78.60084912,13.38318231,19652,70,62.42675212,0.4721
60154,Cook County,,41.847472,-87.891639,16839,20.061,22.489,7162,88.146,3.309,6.58,6.034,4.151,4.513,3.421,5.368,5.873,6.414,5.398,6.497,8.326,6.883,8.053,6.105,4.757,4.787,3.023,3.819,47.2,91.2,74.1,63.29354475,15.56505731,0.053447354,4.008551577,15.82041689,0.548371422,86.7628719,13.2371281,4.643981234,515.73,76.5,5.6,59.12,33.97,64.48,70.65,9.44,0.982289031,12.45311805,2.955946857,47.69285587,52.30714413,5.587711487,3.339269813,0,,,,,,5.587711487,62.042473,7.488317757,90.5126183,32.06624606,33997,48,41.82542677,0.404
60155,Cook County,,41.85768,-87.85627,7947,19.492,15.025,3394,99.175,17.619,4.857,3.649,7.525,6.027,4.895,6.871,3.196,9.085,5.801,9.84,9.865,6.204,7.16,4.983,3.033,2.982,1.9,2.127,43.1,117.4,52.7,21.58047062,67.44683528,0,2.265005663,7.235434755,0.49255584,94.84082044,5.159179565,2.567006418,565.53,84.23,5.86,63.6,34.76,80.56,99.63,8.55,1.860025221,4.219018648,1.520962836,54.00780169,45.99219831,10.2970297,5.396039604,0,,,,,,10.2970297,65.48308443,16.61624389,90.90439276,18.03617571,26943,50,46.55190932,0.4391
60156,McHenry County,,42.203613,-88.320701,28842,29.176,6.536,10379,20.04,1.175,6.761,9.979,7.777,7.444,4.604,4.795,7.389,6.979,11.133,8.574,8.862,5.658,3.509,2.098,2.098,1.13,0.697,0.513,36.1,98.6,55.5,80.09153318,1.535954511,0.055474655,4.118993135,11.96172249,0.341866238,89.3627349,10.6372651,3.505304764,242.84,31.07,2.73,24.65,18.9,31.82,30.95,4.8,0.544080605,8.43373494,1.937379146,49.65675057,50.34324943,3.267378287,2.525384015,0.130174434,,,,,,3.267378287,78.14333318,8.839812252,93.59422825,31.09969392,33208,1,36.09360124,0.3468
60157,DuPage County,,41.975252,-88.056054,2020,21.04,19.158,882,75.057,3.628,1.238,3.515,8.713,9.703,7.129,3.515,2.178,4.356,10.297,7.822,9.604,6.733,6.04,5.297,1.485,3.911,3.119,5.347,44.4,94.6,67.2,91.73267327,0.891089109,0,5.04950495,1.98019802,0.155478384,83.66336634,16.33663366,0.396039604,640.98,101.55,*,56.64,49.59,56.09,90.5,19.9,0,0.902255639,0.250626566,48.61386139,51.38613861,2.727272727,2.727272727,0,,,,,,2.727272727,66.4681358,5.82437276,92.82670455,36.86079545,36972,26,35.47043931,0.373
60160,Cook County,,41.904144,-87.860664,25590,29.515,9.848,8322,82.492,27.229,9.258,7.28,8.589,7.21,7.956,7.698,7.218,8.89,6.764,5.713,4.83,5.088,3.658,3.443,2.251,1.477,1.129,1.547,31.1,106.1,64.9,20.06252442,4.376709652,0.031262212,1.039468542,73.97811645,0.410426433,61.38335287,38.61664713,26.58460336,489.01,66.82,9.64,55.36,39.24,74.2,54.36,9.92,10.15295359,68.45527755,22.04039447,51.46932395,48.53067605,15.03023835,12.02419068,2.561366062,,,,,,15.03023835,69.48256528,11.38180141,66.3786897,10.38680542,18393,75,76.20834278,0.4103
60162,Cook County,,41.867531,-87.902184,8139,21.759,15.248,3236,92.985,9.611,5.812,7.581,3.711,8.367,6.61,5.799,6.328,7.065,7.63,6.88,6.708,6.254,6.008,3.969,2.47,3.797,2.556,2.457,38.7,88.8,58.7,23.72527338,40.47180243,0,1.056640865,32.82958594,0.671840471,83.97837572,16.02162428,8.883155179,510.08,75.05,4.93,62.8,31.15,63.97,79.22,6.86,2.698145025,27.64153405,6.300547874,47.03280501,52.96719499,12.4173028,8.44783715,3.460559796,,,,,,12.4173028,63.99574274,10.57258256,80.77062229,22.66642547,24414,29,53.09317124,0.3775
60163,Cook County,,41.888819,-87.909053,5219,26.193,11.592,1883,95.964,10.674,5.308,6.246,8.756,8.316,4.177,5.499,8.661,7.166,7.109,7.396,7.683,6.227,5.863,4.618,1.322,2.146,1.954,1.552,36.9,98.5,60.7,31.30867982,30.96378617,0.440697452,6.035639011,29.12435332,0.717163594,82.60203104,17.39796896,9.273807243,521.73,79.53,*,57.46,37.8,80.3,60.83,10.89,2.433628319,29.927155,5.099150142,49.6263652,50.3736348,3.993971364,2.712886209,0,,,,,,3.993971364,70.28290283,10.28268551,88.76532649,27.83005418,27371,66,44.91244089,0.3502
60164,Cook County,,41.917511,-87.900699,22287,25.647,12.272,7338,87.19,5.914,6.919,6.475,7.121,8.714,8.709,7.009,5.357,6.843,6.017,6.739,7.197,5.743,4.886,2.957,2.401,2.154,2.028,2.733,34.7,104.8,61.1,35.8280612,2.521649392,0,3.607484184,56.87171894,0.546167576,71.44523713,28.55476287,15.13438327,494.19,66,6.98,58.22,31.16,85.28,55.24,8.93,6.818526955,50.20486864,14.62039046,51.17332974,48.82667026,6.061890632,5.659177618,1.398897838,,,,,,6.061890632,67.13931639,7.949862637,70.7779063,12.81087334,21471,25,62.73210962,0.3795
60165,Cook County,,41.903214,-87.880713,4959,32.345,6.372,1397,76.235,6.371,11.252,10.728,5.787,7.784,7.159,9.115,8.167,9.679,7.28,5.162,4.053,3.872,3.589,2.702,1.533,0.786,0.867,0.484,28.8,94.3,63.2,6.392417826,0.504133898,0,0.604960678,92.07501512,0.148052913,52.63157895,47.36842105,32.40572696,396.12,43.05,*,55.58,33.01,78.38,43.99,*,19.89247312,91.07021132,30.37945921,48.5380117,51.4619883,21.3740458,19.94274809,3.816793893,,,,,,21.3740458,64.62250506,10.9221128,54.52305526,6.230200634,13718,58,100,0.401
60169,Cook County,,42.05087,-88.116615,34154,25.054,9.759,12168,75.468,1.833,6.948,6.775,7.118,5.935,6.752,9.17,9.445,5.829,6.822,5.976,7.454,6.679,5.338,4.011,2.07,1.227,1.25,1.2,33.8,97.7,53.4,46.50114189,6.397493705,0.046846636,23.59313697,21.95350471,0.675589987,66.75352814,33.24647186,17.5001464,385.56,54.52,3.88,39.97,26.2,56.68,46.4,10.39,5.911754567,18.34114723,9.952487335,49.42612871,50.57387129,5.719318849,4.603640634,0.223135643,,,,,,5.719318849,75.71835847,7.490710924,89.27894992,39.06091706,29330,40,47.0100488,0.3923
60171,Cook County,,41.925046,-87.838372,10305,19.942,14.42,4456,93.245,17.168,7.986,2.785,5.754,6.667,5.667,6.676,7.453,7.307,7.2,8.675,5.58,7.394,6.434,5.551,3.891,0.757,1.902,2.319,39.6,98,52.4,74.80834546,0.426977196,0,2.697719554,20.98010674,0.395490532,70.42212518,29.57787482,16.28335759,461.74,60.73,3.41,58.89,30.95,72.14,50.97,12.97,1.870503597,12.80320607,9.934612951,49.49053857,50.50946143,12.6468285,8.300704777,5.755677369,,,,,,12.6468285,67.04172527,8.444055944,88.48724594,19.50620652,22995,53,45.32949822,0.4116
60172,DuPage County|Cook County,,41.97985,-88.089628,24695,24.535,11.059,9646,63.301,2.053,5.491,6.795,6.929,7.637,5.831,6.139,6.37,6.706,6.742,7.192,9.326,8.083,5.702,4.017,2.863,1.968,0.887,1.324,39,92.8,55.3,73.65458595,6.341364649,0.064790443,8.220287508,10.06681514,0.436476902,83.40554768,16.59445232,5.758250658,467.81,76.63,4.38,53.27,34.63,60.98,62.19,9.28,1.575757576,7.296799349,2.480826085,48.12310184,51.87689816,2.782449167,2.094480966,0.290475462,,,,,,2.782449167,74.38551759,7.472406938,95.16361886,36.57362849,33825,36,35.66877542,0.3753
60173,Cook County,,42.051556,-88.055522,12108,18.046,6.533,6484,51.234,0.2,5.963,4.699,4.617,3.907,8.102,18.162,13.181,8.911,6.409,3.312,6.591,5.278,4.336,2.412,2.412,0.685,0.578,0.446,31.3,107.6,32.6,54.23686819,3.584407004,0,31.30987777,8.738024447,0.598474674,63.60257681,36.39742319,24.52097787,387.96,63.28,4.31,38.09,24.71,42.98,62.31,8.1,1.33721927,7.034955208,4.435271386,51.82523951,48.17476049,7.596371882,5.139833711,0,,,,,,7.596371882,79.26757236,4.11077993,98.36437983,59.79100409,39783,38,26.6299276,0.3954
60174,Kane County,,41.930652,-88.298614,31437,21.949,15.246,12884,54.595,12.644,4.644,6.088,6.518,6.801,4.262,6.715,5.996,4.765,7.975,7.265,8.865,7.377,7.482,4.488,3.184,2.208,2.771,2.596,42.6,93.2,59.2,85.0590069,1.304195693,0.089067023,2.563857874,10.09638324,0.265403361,88.85071731,11.14928269,6.600502592,453.8,76.08,4.29,49.83,30.69,53.36,59.85,12.05,1.526962951,8.08953531,4.243253161,48.25205967,51.74794033,2.391539478,2.115130393,0.648960461,,,,,,2.391539478,69.11614775,4.613636364,91.81309904,45.17216897,43925,2,34.68757949,0.4553
60175,Kane County,,41.948188,-88.388701,26068,28.192,9.521,8331,30.248,3.265,4.124,6.97,10.868,9.176,5.501,4.174,2.559,5.612,8.117,10.622,8.148,9.214,5.394,4.055,2.417,1.838,0.625,0.587,40.6,113.5,60.5,89.55040663,1.519103882,0.003836121,2.458953506,4.768298297,0.194674589,92.9377014,7.062298604,2.89243517,550.76,80.98,3.46,49.47,41.27,54.54,96.59,6.87,0.098497907,3.104869363,1.976553435,53.15712751,46.84287249,1.8356518,1.462785028,0,,,,,,1.8356518,65.71168713,5.028835063,97.0091421,56.49936429,48901,3,28.78296156,0.4056
60176,Cook County,,41.958122,-87.868883,11842,20.157,11.713,4886,81.15,3.725,3.8,6.925,6.637,4.273,6.038,7.701,10.243,6.705,7.524,6.73,6.055,9.753,5.903,2.922,3.015,2.837,1.072,1.866,37.9,115.2,46.8,61.72099308,1.19912177,0,8.571187299,25.05488938,0.547715386,53.78314474,46.21685526,21.82908293,463.8,54.9,6.22,54.78,31.92,82.53,54.65,11.96,5.947535052,22.44557584,15.8005618,53.52980915,46.47019085,7.135470527,6.652878318,0.930713547,,,,,,7.135470527,69.62641002,11.34066587,80.51371862,20.25685931,23232,46,54.45664504,0.4083
60177,Kane County,,41.988481,-88.310167,22810,30.298,6.835,7745,28.935,2.156,6.971,8.435,10.07,7.769,3.713,4.687,6.449,8.641,10.241,9.299,7.396,6.019,3.477,2.797,1.057,1.228,0.982,0.772,36,93.9,59.1,76.45769399,2.384918895,0,6.913634371,13.21350285,0.392553475,88.87330118,11.12669882,3.463393249,502.11,67.74,4.91,58.18,37.18,74.08,66.38,11.88,0.889065817,9.703110273,2.021677663,48.42612889,51.57387111,1.788756388,1.516183986,0,,,,,,1.788756388,74.27637444,5.401296311,94.08901252,34.29763561,33186,21,34.80093454,0.3462
60178,DeKalb County,,42.008032,-88.661107,22054,21.003,12.052,9008,49.234,13.788,4.607,5.496,7.55,6.407,7.781,8.874,6.412,5.156,8.633,7.024,7.586,6.38,6.044,3.927,2.625,2.498,1.347,1.655,37.9,93.2,49.4,85.93452435,1.990568604,0.231250567,1.908950757,8.687766392,0.253093578,92.87204135,7.127958647,4.198784801,516.43,76.56,4.5,60.09,36.66,66.67,69.2,11.95,1.238207547,7.025382641,2.775929271,48.22707899,51.77292101,6.960431655,6.348920863,1.330935252,,,,,,6.960431655,71.5170106,7.736099197,92.37626397,36.86136243,30167,,37.60785731,0.4014
60180,McHenry County,,42.225262,-88.524527,1520,18.947,26.053,560,56.429,25.714,2.829,5.329,8.618,6.447,8.224,3.224,4.211,1.513,3.947,6.842,7.105,13.618,2.039,11.382,6.645,5.066,1.053,1.908,48.9,96.9,81.8,97.17105263,0,0,0,2.828947368,0.054978359,97.5,2.5,0,530.5,89.86,*,49.37,30.37,61,74.62,*,4.259259259,1.218686527,0.135409614,49.21052632,50.78947368,17.98029557,17.48768473,0,,,,,,17.98029557,58.91848265,16.43835616,93.95393474,19.67370441,28754,5,55.45149863,0.5264
60181,DuPage County,,41.876897,-87.976328,28898,22.739,11.336,11055,86.386,16.861,6.371,6.433,6.53,6.312,7.111,7.789,6.893,7.315,6.288,7.021,8.246,7.229,5.125,3.9,2.955,2.308,1.249,0.924,36.6,99.5,51.7,62.84171915,4.91037442,0.093432071,8.222022285,22.49982698,0.545111693,80.7391515,19.2608485,10.24984428,463.47,66.19,3.07,51.95,33.07,66.89,64.71,9.08,4.309338521,17.90294563,5.403407621,49.87888435,50.12111565,6.891249651,4.780542354,1.146211909,,,,,,6.891249651,71.37886037,9.183424741,90.06792919,35.48785508,29194,32,45.09358288,0.3901
60184,DuPage County|Kane County,,41.951502,-88.25317,2424,18.276,12.335,898,38.753,10.022,2.558,5.116,6.931,7.219,5.157,5.941,2.805,5.322,4.332,10.974,11.469,9.942,9.901,6.271,3.383,1.031,0.743,0.908,47.3,103.7,44.1,96.12211221,0.701320132,0,2.640264026,0.53630363,0.075278908,91.29537954,8.704620462,1.361386139,1284.18,206.55,0,77.98,123.84,83.12,183.64,*,0,1.566469094,0.296359018,50.90759076,49.09240924,0,0,0,,,,,,0,70.23460411,7.51565762,97.40112994,55.25423729,77825,3,19.6594278,0.4632
60185,DuPage County,,41.896691,-88.211014,36259,28.953,9.664,11207,53.529,10.779,6.953,8.13,8.387,8.456,6.318,6.067,7.099,6.36,7.405,8.042,6.779,6.238,4.101,4.051,2.584,1.418,0.626,0.985,33.8,105.3,62.9,45.66038777,1.845059158,0.063432527,5.849582173,45.82862186,0.577695069,69.18282357,30.81717643,21.2361069,470.2,73.37,4.55,48.41,32.16,63.96,60.79,9.35,10.08324759,40.49143399,12.87272512,51.28933506,48.71066494,8.477145522,7.590951493,0.67630597,,,,,,8.477145522,72.00877353,9.483196264,76.72382994,24.87495534,28039,14,64.58761637,0.4165
60187,DuPage County,,41.87272,-88.112442,28544,22.723,13.751,9797,72.767,14.402,5.192,5.998,6.916,10.181,8.909,6.53,5.111,4.884,6.148,7.28,8.468,5.952,4.68,4.449,1.818,2.291,2.284,2.908,36,97.6,57.4,83.95109305,3.552410314,0,5.899663677,4.105941704,0.288199799,89.43735987,10.56264013,6.442684978,211.37,37.94,1.55,21.64,14.85,23.33,27.04,4.38,2.079272255,3.329391767,2.52013894,49.38340807,50.61659193,5.409885473,3.239903556,0.210970464,,,,,,5.409885473,63.81175857,7.034388832,93.78033134,58.28080549,37600,44,37.49482005,0.4477
60188,DuPage County,,41.915737,-88.129434,42614,22.601,9.387,16213,39.296,0.876,4.848,5.85,7.054,8.314,7.282,6.892,6.927,5.184,6.798,8.835,9.692,7.195,5.742,2.947,1.988,1.302,1.192,1.957,37.9,96.9,47,64.9528324,5.000703994,0.079785986,15.83282489,12.9957291,0.533531602,78.92241986,21.07758014,8.391608392,455.89,70.28,4.93,51.19,33.21,62.53,49.87,9.31,3.030498837,9.808128638,4.483575022,49.22325996,50.77674004,6.316077288,5.113014947,0.920524973,,,,,,6.316077288,77.35451593,8.398940197,90.53973172,38.39031088,31869,35,40.76156043,0.386
60189,DuPage County,,41.840632,-88.122024,31631,24.571,12.409,12594,57.583,1.675,5.909,7.101,6.5,6.977,6.418,5.137,5.28,5.346,6.63,7.572,8.77,8.495,7.458,5.061,2.659,1.884,1.407,1.397,41,89.4,58.7,83.95245171,3.151971168,0.047421833,5.56416174,5.374474408,0.287869955,89.49448326,10.50551674,3.973949606,374.56,69.26,1.1,34.23,30.66,34.85,49.32,6.94,0.919917864,3.08111014,2.05631342,47.19104676,52.80895324,3.327128897,1.919497441,0.523499302,,,,,,3.327128897,72.04976398,6.583699094,97.72416718,63.61965792,47458,5,30.79421224,0.4555
60190,DuPage County,,41.871784,-88.157015,10614,20.595,14.867,4150,41.036,2.602,5.53,4.306,6.529,6.604,3.966,4.796,6.765,6.36,6.567,6.51,10.015,8.084,9.101,6.058,3.175,2.158,1.96,1.517,43.9,103.5,54.9,87.94987752,1.912568306,0,2.647446768,5.379687206,0.222075724,92.50047108,7.499528924,3.071415112,482.53,79.99,*,44.59,31.56,59.75,74.28,11.12,0.5296343,3.969282936,1.037199561,50.86677972,49.13322028,3.948700641,1.316233547,0,,,,,,3.948700641,69.67053151,8.568133136,96.20889749,49.87749839,47186,42,31.61985057,0.434
60191,DuPage County,,41.966306,-87.980851,14389,21.878,17.284,5530,61.664,2.26,6.581,6.296,5.685,5.886,4.983,5.747,6.137,7.742,6.734,6.102,9.208,5.789,5.824,6.456,3.885,3.023,2.37,1.55,40.5,102.7,64.4,71.30446869,1.042462993,0.125095559,4.406143582,22.41295434,0.439231324,77.21870874,22.78129126,11.19605254,477.82,65.18,4.99,50.61,38.61,82.67,59.27,8.55,3.061032864,15.9351287,6.903734563,50.66370144,49.33629856,9.011299435,6.807909605,1.073446328,,,,,,9.011299435,66.93806843,8.475672878,88.11305889,20.31711641,27967,46,47.4810771,0.3968
60192,Cook County,,42.063272,-88.203662,16637,25.131,9.761,5629,39.599,1.048,5.758,7.297,7.321,6.636,4.766,4.021,4.989,6.762,8.601,8.806,8.788,8.812,7.682,3.54,2.765,1.899,0.655,0.902,41.3,95.9,53.6,63.95984853,0.991765342,0,28.2923604,4.093286049,0.508385135,74.8211817,25.1788183,8.168540001,251.6,48.79,2.86,25.7,19.42,23.72,29.24,4.98,0,3.176222973,5.880477071,48.94512232,51.05487768,1.941354904,1.31445905,0.182002022,,,,,,1.941354904,73.41431537,5.194261179,96.0969163,58.47577093,48525,2,27.99582464,0.3827
60193,Cook County,,42.009666,-88.096644,40210,20.216,14.365,16271,63.905,1.567,6.533,5.705,4.961,5.046,4.887,5.911,8.983,6.416,7.083,6.871,8.162,8.257,6.819,4.976,3.091,2.387,2.268,1.641,41.2,90.3,52.9,71.79806018,2.991793086,0.019895548,15.33946779,7.799054961,0.453689168,79.1320567,20.8679433,8.306391445,470.73,76.46,3.68,50.56,33.25,63.68,60.95,8.64,1.393594579,5.199159194,3.741053136,47.45088286,52.54911714,4.216539717,3.173739572,0.75262967,,,,,,4.216539717,70.30434384,7.6245061,93.55290102,39.39931741,35196,32,36.11027971,0.3776
60194,Cook County,,42.033424,-88.113562,19596,23.015,13.901,7992,58.246,1.802,7.961,5.904,5.69,4.22,5.093,8.42,8.726,7.445,6.302,7.721,5.782,7.318,5.516,4.006,3.195,1.954,1.23,3.516,37.9,88.6,58.5,60.98183303,3.888548683,0.056133905,18.01388038,14.63053684,0.572297608,73.32618902,26.67381098,10.53786487,231.05,35.07,1.46,25.43,15.62,28.86,30.22,5.5,3.373819163,10.54557552,5.444666223,46.9789753,53.0210247,5.145367078,4.371470404,1.359548212,,,,,,5.145367078,68.14448864,7.014405423,92.67522778,41.53813043,34271,31,40.85812909,0.3929
60195,Cook County,,42.074962,-88.086284,4294,13.507,7.219,2375,59.158,1.895,5.915,4.006,2.608,2.888,7.871,21.938,17.42,7.988,3.773,2.608,4.238,7.965,3.563,1.351,1.304,2.492,1.188,0.885,30.7,105.2,26.1,51.42058687,4.238472287,0.163018165,38.02980904,2.794597112,0.587593763,56.19469027,43.80530973,32.39403819,67.23,10.83,*,8.86,4.3,7.3,9.92,*,0.60268892,2.301980198,1.707920792,51.2575687,48.7424313,5.548996458,3.778040142,0,,,,,,5.548996458,78.76767138,4.977988486,94.1712204,60.35215543,40916,0,25.65786643,0.3468
60201,Cook County,,42.056214,-87.692402,42722,17.296,13.831,17261,78.57,45.171,4.513,5.292,4.815,11.896,15.065,7.458,5.253,4.756,5.241,5.695,4.892,5.636,5.658,3.82,2.533,1.903,2.205,3.371,30.7,93.1,45.2,63.45910772,14.04662703,0.028088573,10.81644118,8.658302514,0.557526741,82.76297926,17.23702074,10.46299331,501.93,87.01,2.99,51.72,40.58,51.89,71.26,10.46,1.337534564,6.841692406,1.779673481,48.20233135,51.79766865,5.826731408,3.245591618,0.830564784,,,,,,5.826731408,57.74308059,7.996734067,94.40259636,69.52079494,41903,75,33.15413854,0.5512
60202,Cook County,,42.030355,-87.685549,32560,23.707,10.553,14510,91.275,51.992,7.346,6.837,5.934,5.203,4.696,7.509,7.457,9.017,9.06,6.327,7.961,6.898,5.203,3.778,2.792,1.6,1.02,1.364,38.1,88.4,52.1,56.49262899,21.25,0.046068796,6.83046683,12.04545455,0.615612141,78.57493857,21.42506143,11.95945946,505.5,83.18,4.96,52.48,37.89,58.61,71.75,9.38,2.285628921,11.25364625,4.010872448,46.93181818,53.06818182,6.702412869,5.361930295,0.778756543,,,,,,6.702412869,73.86310725,8.450260129,93.14521438,63.02716461,40600,76,37.60720261,0.4668
